grand_area,OverallQual,GarageCars,total_rooms,MasVnrArea,Fireplaces,LotFrontage,ExterQual,HeatingQC,BsmtQual,KitchenQual,GarageFinish,MasVnrType,SalePrice
2556,6,2,7,140.0,0,75.0,TA,TA,TA,TA,Fin,BrkFace,159500
3196,5,2,7,0.0,1,77.0,TA,Gd,Gd,TA,RFn,None,170000
1971,7,1,6,0.0,1,62.45,TA,TA,TA,TA,Unf,None,116900
2623,8,2,6,0.0,0,62.45,Gd,Ex,Gd,Gd,RFn,None,170000
5061,8,3,9,660.0,1,91.0,Gd,Ex,Gd,Gd,Fin,BrkFace,350000
4740,7,2,15,184.0,2,80.0,TA,TA,Gd,Gd,RFn,BrkFace,250000
3648,7,2,9,268.0,0,79.0,Gd,Ex,Gd,Gd,RFn,Stone,233170
2100,6,1,7,0.0,1,55.0,TA,TA,Gd,TA,Unf,None,99500
3542,8,3,9,0.0,0,73.0,Gd,Ex,Gd,Gd,Fin,None,201000
3465,4,1,11,0.0,0,60.0,Gd,TA,TA,TA,Unf,None,118500
3490,7,2,9,16.0,1,124.0,Gd,Ex,Ex,Gd,Fin,Stone,260000
2934,6,3,7,335.0,0,68.22,TA,TA,TA,TA,Unf,BrkFace,169900
4056,8,3,9,640.0,1,110.0,Gd,Ex,Gd,Gd,RFn,Stone,256300
2662,5,2,7,104.0,0,85.0,TA,Gd,TA,TA,Unf,BrkFace,144900
3616,7,2,10,0.0,1,100.0,Gd,Ex,Gd,Gd,RFn,None,254900
2112,5,1,6,0.0,0,66.0,TA,TA,TA,TA,Unf,None,115000
2354,6,1,9,0.0,1,50.0,TA,TA,TA,TA,Unf,None,119500
3166,8,2,8,72.0,0,72.0,Gd,Ex,Gd,Gd,RFn,Stone,229456
4260,8,3,12,132.0,1,108.0,Gd,Ex,Ex,Gd,Fin,Stone,309000
2688,5,1,7,189.0,0,68.22,TA,TA,TA,TA,Unf,BrkFace,157900
2051,5,1,6,89.0,0,65.0,TA,Ex,TA,Gd,Fin,BrkFace,130000
4114,8,3,9,148.0,2,71.28,Gd,Ex,Gd,Gd,RFn,BrkFace,271000
3516,7,2,9,288.0,1,80.0,TA,Gd,TA,TA,Unf,BrkFace,174000
3059,6,2,9,50.0,0,24.0,Gd,Ex,Gd,Gd,Unf,Stone,130000
3383,7,2,9,223.0,1,44.0,Gd,Ex,Gd,Gd,RFn,BrkFace,237000
2360,5,1,6,0.0,0,68.0,TA,TA,TA,Gd,Unf,None,109000
2483,6,2,5,90.0,0,78.0,TA,TA,Gd,TA,Unf,BrkFace,135000
2672,5,2,7,0.0,1,44.0,TA,TA,Gd,TA,Unf,None,129900
1274,6,0,6,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,84500
3051,6,2,9,0.0,1,64.0,TA,Gd,TA,Gd,Unf,None,207000
4072,8,3,10,0.0,1,75.0,Gd,Ex,Gd,Gd,RFn,None,270000
4218,8,3,11,245.0,1,88.0,Gd,Ex,Gd,Gd,Fin,BrkFace,281213
2340,5,2,6,0.0,0,70.0,TA,TA,TA,TA,Unf,None,149900
4020,8,2,12,0.0,2,70.0,Gd,TA,Gd,Gd,Unf,None,315000
3886,7,3,9,196.0,0,84.0,Gd,Ex,Gd,Gd,RFn,BrkFace,212900
2892,6,2,6,0.0,0,63.0,TA,Ex,Gd,Gd,Unf,None,158000
3059,6,2,9,415.0,1,71.0,TA,TA,TA,TA,RFn,BrkFace,140000
2375,6,1,6,0.0,0,59.0,TA,Gd,TA,Gd,Unf,None,117000
2900,6,2,9,420.0,1,90.0,TA,Gd,TA,TA,RFn,BrkFace,179900
3642,7,2,7,0.0,2,62.0,TA,TA,Gd,Gd,Unf,None,280000
5590,8,2,11,0.0,1,80.0,Gd,TA,Gd,Gd,Fin,None,278000
2144,6,2,7,82.0,0,35.0,TA,Gd,Gd,TA,Fin,BrkFace,140000
3573,7,2,10,246.0,1,80.0,Gd,Ex,Gd,Gd,Fin,BrkFace,236000
1769,4,1,11,0.0,0,50.0,TA,TA,TA,TA,Unf,None,98000
3494,8,3,10,0.0,1,72.0,Gd,Ex,Gd,Gd,Fin,None,239900
4112,8,3,10,270.0,1,61.0,Gd,Ex,Ex,Ex,RFn,Stone,295493
3072,7,2,8,0.0,1,103.0,Gd,Ex,Gd,Gd,Fin,None,200141
2354,4,2,7,0.0,0,60.0,TA,TA,TA,TA,RFn,None,68400
2170,6,1,5,0.0,1,57.0,TA,Ex,TA,Gd,Unf,None,124000
3254,7,2,8,166.0,1,34.0,Gd,Ex,Gd,Gd,RFn,Stone,230000
3622,5,2,9,0.0,1,78.0,TA,Gd,TA,TA,RFn,None,180000
2709,8,2,8,0.0,2,71.28,TA,Fa,Gd,Gd,Unf,None,230000
2448,5,1,6,0.0,1,50.0,TA,Ex,TA,TA,Unf,None,117000
2483,5,1,7,0.0,1,69.0,TA,TA,TA,TA,Fin,None,141000
1440,3,2,8,0.0,0,60.0,TA,Fa,TA,TA,Unf,None,92900
1948,5,0,6,0.0,0,63.0,TA,TA,Gd,TA,Unf,None,93500
3136,6,2,9,0.0,0,71.28,TA,Ex,Gd,TA,RFn,None,211000
334,1,0,3,0.0,0,50.0,Fa,Fa,TA,Fa,Unf,None,39300
2364,6,2,6,76.0,0,40.0,Gd,Ex,Gd,Gd,RFn,Stone,164500
1769,5,1,6,82.0,0,70.0,TA,TA,TA,TA,Unf,BrkFace,139000
3320,5,2,12,360.0,0,60.0,TA,Gd,TA,TA,Unf,BrkFace,124500
3217,6,2,8,115.0,1,71.28,TA,TA,TA,TA,RFn,BrkFace,158000
3689,7,3,10,246.0,1,116.0,Gd,Gd,Gd,Gd,RFn,BrkFace,225000
1890,6,0,8,236.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,91500
2876,5,1,6,56.0,2,90.0,TA,TA,TA,TA,Unf,BrkFace,157000
4850,5,4,14,368.0,0,91.0,TA,TA,TA,TA,Unf,BrkFace,200000
2627,6,2,7,1129.0,1,34.0,TA,Gd,Gd,TA,Unf,BrkFace,176000
3587,6,1,12,0.0,1,50.0,TA,Ex,TA,Gd,Unf,None,169000
3596,9,2,8,284.0,1,75.0,Gd,Ex,Gd,Ex,Fin,Stone,264132
2688,6,1,6,84.0,1,124.0,TA,Gd,TA,Ex,RFn,BrkFace,177000
3636,7,2,9,0.0,1,71.28,Gd,Ex,Gd,Gd,Fin,None,226000
3354,6,2,7,0.0,1,90.0,TA,Ex,TA,Ex,Fin,None,230000
4288,8,3,9,178.0,1,71.28,Gd,Ex,Gd,Gd,RFn,BrkFace,275000
2554,7,1,8,0.0,1,55.0,Gd,Gd,TA,Gd,Unf,None,189950
2473,6,2,8,148.0,1,71.0,TA,Ex,TA,TA,RFn,BrkFace,143500
2997,7,2,8,0.0,0,70.0,Gd,Ex,Gd,Gd,RFn,None,178000
2258,7,2,9,76.0,1,71.28,Gd,Gd,Gd,Gd,RFn,BrkFace,160000
2618,6,2,8,112.0,1,68.22,TA,Gd,Gd,Gd,Fin,BrkFace,165600
1935,5,2,10,0.0,0,64.0,TA,TA,TA,TA,Unf,None,118858
5752,10,3,10,922.0,1,103.0,Ex,Ex,Ex,Ex,Fin,BrkFace,386250
4211,8,3,12,340.0,1,93.0,Gd,Ex,Gd,Ex,Fin,BrkFace,285000
3735,8,3,9,0.0,1,53.0,Gd,Ex,Gd,Ex,Fin,None,264561
3504,6,2,7,180.0,0,100.0,TA,TA,TA,TA,RFn,BrkFace,167000
3183,7,2,9,312.0,2,77.92,Gd,Ex,TA,Gd,Unf,BrkFace,311500
3624,8,2,7,472.0,1,62.0,Ex,Ex,Ex,Ex,RFn,BrkFace,274000
2744,5,2,5,0.0,0,60.0,TA,TA,TA,TA,Unf,None,139000
3012,7,2,7,320.0,1,80.0,TA,Fa,TA,TA,Unf,BrkFace,175500
3754,6,2,7,0.0,1,50.0,Gd,Ex,Gd,Gd,RFn,None,193000
2628,5,1,9,0.0,0,77.92,TA,Gd,TA,TA,Unf,None,145000
3702,8,2,9,108.0,1,71.28,Gd,Ex,Gd,Ex,RFn,BrkFace,261500
4163,8,2,11,0.0,1,66.0,Gd,Ex,Gd,Gd,Fin,None,267000
2986,5,1,9,0.0,0,70.0,TA,Gd,TA,TA,Unf,None,127000
1967,6,1,7,0.0,0,70.0,TA,Gd,TA,TA,Unf,None,129000
3024,7,2,10,0.0,1,78.0,TA,TA,Gd,TA,RFn,None,162900
2561,4,1,8,0.0,1,60.0,TA,TA,TA,TA,Unf,None,108000
2354,8,2,9,0.0,1,71.28,Gd,Ex,Gd,Gd,Fin,None,184100
2372,5,1,7,0.0,0,80.0,TA,TA,TA,TA,Unf,None,139400
1786,5,1,5,0.0,0,57.0,TA,Gd,TA,TA,Unf,None,110000
4286,8,3,8,436.0,1,107.0,Gd,Ex,Ex,Gd,RFn,Stone,372402
3842,7,2,10,285.0,1,77.92,TA,Gd,Gd,Gd,Fin,BrkFace,222000
2656,6,1,6,0.0,1,80.0,TA,TA,TA,TA,RFn,None,140000
3852,8,2,8,479.0,1,68.22,Gd,Ex,Gd,Gd,RFn,BrkFace,272000
1152,4,0,8,0.0,0,65.0,TA,TA,TA,Fa,Unf,None,82000
2750,6,2,9,0.0,1,59.0,Gd,Gd,Gd,TA,RFn,None,178000
3733,6,2,10,126.0,1,77.92,Gd,Gd,Gd,Gd,Fin,Stone,215000
3129,8,2,9,40.0,1,71.28,Gd,Ex,Gd,Gd,Fin,BrkFace,215000
1929,5,1,7,0.0,0,60.0,TA,TA,TA,Fa,Unf,None,101000
4493,8,3,12,226.0,2,85.0,Gd,Ex,Gd,Gd,Fin,Stone,305000
2736,6,0,10,0.0,0,94.0,TA,TA,TA,TA,Unf,None,139000
4204,10,3,9,230.0,1,96.0,Ex,Ex,Ex,Ex,Fin,Stone,337500
2216,5,1,8,0.0,0,45.0,TA,Gd,TA,Fa,Unf,None,116000
2116,6,2,4,147.0,1,35.62,Gd,Ex,Gd,Gd,RFn,BrkFace,149300
5189,8,3,14,632.0,2,84.25,TA,Ex,TA,Gd,Unf,BrkFace,381000
2034,3,0,7,0.0,0,55.0,TA,Ex,TA,Fa,Unf,None,76500
2144,5,2,6,80.0,0,35.0,TA,Gd,Gd,TA,Fin,BrkFace,145000
2793,5,2,6,0.0,1,80.0,TA,Gd,Gd,Gd,Unf,None,157000
4227,4,4,8,149.0,1,71.28,TA,Ex,TA,TA,Fin,Stone,168000
1318,3,0,7,0.0,0,70.0,TA,Ex,TA,Gd,Unf,None,79000
3873,6,2,9,132.0,1,47.0,TA,TA,Gd,TA,Fin,Stone,184000
3356,7,2,10,266.0,0,65.0,Gd,Ex,Gd,Gd,Unf,BrkFace,210000
2478,6,1,8,0.0,2,71.28,TA,Fa,TA,Gd,Unf,None,177500
4611,7,3,10,594.0,1,95.0,Gd,Ex,Gd,Gd,Fin,BrkFace,315750
3859,5,2,14,361.0,0,80.0,TA,TA,TA,TA,Unf,BrkFace,154300
2256,4,2,6,0.0,0,60.0,TA,TA,TA,TA,Unf,None,120500
3159,7,2,11,0.0,1,250.0,TA,Ex,Gd,Gd,RFn,None,242000
3452,5,2,8,0.0,0,75.0,TA,Ex,TA,TA,Fin,None,167000
3422,8,3,10,84.0,1,92.0,Gd,Ex,Ex,Ex,Fin,BrkFace,269500
3834,8,3,8,72.0,1,74.0,Gd,Ex,Gd,Gd,Fin,Stone,244600
2172,5,2,7,0.0,1,60.0,TA,Ex,TA,TA,Unf,None,122900
2475,6,2,8,0.0,0,60.0,TA,Ex,Fa,TA,Fin,None,128000
4455,9,3,10,378.0,1,98.0,Gd,Ex,Ex,Gd,Fin,BrkFace,326000
2280,7,1,7,0.0,2,60.0,TA,Gd,TA,TA,Unf,None,135000
2488,6,2,6,180.0,1,62.45,TA,Ex,TA,TA,Fin,BrkFace,149000
3184,6,2,8,256.0,1,61.0,Gd,Ex,Gd,Gd,RFn,Stone,194700
2376,5,2,6,0.0,0,60.0,TA,TA,TA,Gd,Unf,None,134800
2792,6,2,9,0.0,1,24.0,TA,TA,Gd,Gd,Unf,None,155000
3436,6,2,9,40.0,1,71.28,Gd,Ex,Gd,Gd,RFn,BrkFace,244000
2212,5,1,8,142.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,112000
2594,7,2,10,500.0,1,64.0,Gd,Ex,Gd,Gd,RFn,BrkFace,198500
3671,7,2,7,0.0,0,73.0,Gd,Ex,Gd,Gd,RFn,None,204900
2236,4,1,7,0.0,0,50.0,TA,TA,TA,TA,Unf,None,128000
2650,5,2,12,320.0,2,60.0,TA,TA,TA,TA,Unf,BrkFace,144000
3846,8,2,9,40.0,1,106.0,Gd,Ex,Gd,Gd,RFn,BrkFace,230500
1260,4,0,4,0.0,0,21.0,TA,Gd,Gd,TA,Unf,None,84500
1007,3,1,5,0.0,0,57.27,TA,TA,TA,TA,Unf,None,72500
4803,8,3,9,731.0,1,71.28,Gd,Ex,Gd,Gd,Fin,BrkFace,340000
3556,4,2,7,0.0,2,68.22,TA,Ex,Gd,Gd,Fin,None,256000
2548,5,2,6,57.0,0,62.45,TA,TA,TA,TA,Unf,BrkFace,128500
2466,6,2,5,0.0,2,57.27,TA,Ex,TA,TA,Unf,None,180000
2889,5,2,7,0.0,0,70.0,TA,Ex,TA,TA,Unf,None,140000
2175,4,0,7,0.0,0,77.0,TA,Fa,TA,TA,Unf,None,128950
4048,8,2,7,0.0,1,62.45,Gd,TA,Gd,Gd,RFn,None,275000
4926,8,3,9,464.0,1,80.0,Gd,Ex,Ex,Gd,Fin,Stone,372500
1924,4,1,7,0.0,0,21.0,TA,TA,TA,TA,RFn,None,88000
3440,6,2,9,0.0,1,71.28,TA,Gd,TA,Gd,RFn,None,185750
3277,6,2,8,480.0,1,71.28,TA,TA,TA,TA,Unf,BrkFace,220000
5308,8,3,9,0.0,1,49.0,Gd,Ex,Ex,Ex,Fin,None,423000
1896,5,1,6,0.0,1,60.0,Gd,Ex,TA,Gd,Unf,None,130500
3454,6,2,8,30.0,2,68.22,TA,Ex,TA,TA,Unf,BrkFace,157500
3318,6,2,8,237.0,1,80.0,Gd,TA,TA,Gd,RFn,BrkFace,174000
2119,4,1,5,0.0,0,50.0,TA,Gd,TA,TA,Unf,None,100000
3864,8,3,9,80.0,1,89.0,Gd,Ex,Gd,Gd,Fin,BrkFace,239000
2116,6,2,4,205.0,1,35.62,Gd,Ex,Gd,Gd,RFn,BrkFace,149000
2399,5,1,7,110.0,0,80.0,TA,TA,TA,TA,RFn,Stone,128000
2704,4,2,6,0.0,0,85.0,TA,TA,TA,Fa,RFn,None,129000
3420,6,2,9,210.0,1,78.0,TA,TA,Gd,Gd,Fin,BrkFace,175500
3808,8,3,10,788.0,1,86.0,Gd,Ex,Gd,Ex,Fin,Stone,281000
2727,5,1,7,0.0,0,68.22,TA,Gd,TA,Gd,Unf,None,149350
3848,6,2,7,0.0,2,62.45,TA,TA,TA,Gd,RFn,None,196000
4476,8,3,12,388.0,1,99.0,Gd,Ex,Ex,Gd,Fin,BrkFace,354000
3279,7,2,9,0.0,0,60.0,TA,TA,Gd,Gd,Unf,None,167500
2260,5,1,8,0.0,1,54.0,TA,Ex,TA,TA,Unf,None,154900
2464,5,1,6,0.0,0,70.0,TA,Ex,TA,TA,Unf,None,129500
1812,4,2,8,0.0,0,72.0,TA,TA,TA,TA,Unf,None,90000
2140,5,1,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,119000
3391,4,2,10,0.0,1,77.92,TA,Ex,TA,TA,Unf,None,150000
4093,7,3,9,240.0,0,86.0,Gd,Ex,Gd,Gd,RFn,BrkFace,221500
1992,5,0,7,0.0,1,63.0,TA,Ex,TA,TA,Unf,None,108000
4535,8,3,10,391.0,1,92.0,Gd,Ex,Gd,Gd,RFn,BrkFace,290000
3213,7,2,10,0.0,0,84.0,Gd,Ex,Gd,Gd,Fin,None,227875
3319,7,2,9,172.0,1,80.0,Gd,Ex,Gd,Gd,RFn,BrkFace,231500
3677,5,2,9,0.0,0,71.28,TA,TA,TA,TA,Fin,None,185000
3076,7,2,8,0.0,0,73.0,Gd,Ex,Gd,Gd,Fin,None,181134
1294,4,0,9,0.0,0,60.0,TA,TA,TA,TA,Unf,None,106250
2684,5,2,6,0.0,0,100.0,TA,TA,TA,TA,Fin,None,145000
2552,4,1,7,0.0,0,90.0,Fa,Ex,TA,TA,Fin,None,105000
3122,7,1,10,0.0,1,60.0,Fa,TA,TA,TA,Unf,None,122000
2214,7,2,10,0.0,1,76.0,TA,Ex,Gd,TA,RFn,None,170000
4476,8,3,12,466.0,1,82.0,Ex,Ex,Ex,Ex,Fin,BrkFace,361919
3044,8,2,5,0.0,1,37.0,Gd,Ex,Gd,Gd,Fin,None,197000
2110,6,1,7,0.0,1,50.0,TA,TA,Gd,TA,RFn,None,143000
2640,6,2,8,894.0,0,34.0,TA,Gd,Gd,TA,Unf,BrkFace,172500
3200,7,2,8,128.0,1,44.0,Gd,Ex,Gd,Gd,RFn,Stone,224000
3547,6,1,10,576.0,1,100.0,TA,TA,Gd,Gd,Fin,BrkFace,193500
3904,8,2,8,653.0,1,68.22,Gd,TA,Gd,TA,RFn,BrkFace,228000
2080,5,1,6,0.0,0,60.0,TA,TA,TA,TA,Unf,None,127000
4016,8,2,9,186.0,1,75.0,Gd,Ex,Ex,Gd,RFn,Stone,307000
1927,5,1,6,0.0,0,60.0,TA,TA,TA,TA,Unf,None,95000
2496,5,0,11,0.0,0,55.0,TA,Ex,TA,Fa,Unf,None,135900
4688,8,2,14,289.0,2,84.25,Ex,Ex,TA,Gd,Fin,BrkFace,299800
2550,5,1,7,0.0,0,75.0,TA,Ex,Gd,Gd,Unf,None,144000
3151,7,2,9,0.0,0,71.28,Gd,Ex,Gd,Gd,RFn,None,216000
3549,6,2,8,0.0,0,79.0,TA,Ex,Gd,Gd,RFn,None,217000
4332,7,3,9,0.0,0,83.0,Gd,Ex,Gd,Gd,RFn,Stone,248328
3082,8,2,9,0.0,1,121.0,Gd,Gd,TA,Gd,Unf,None,168000
3479,6,2,9,215.0,1,75.0,TA,Ex,Gd,Gd,Fin,BrkFace,208900
2736,5,2,7,0.0,1,80.0,TA,Fa,TA,TA,RFn,None,160000
3032,6,2,8,243.0,0,80.0,Gd,Ex,TA,Gd,Unf,Stone,142000
3585,7,2,10,0.0,1,92.0,Gd,Ex,Gd,TA,Unf,None,269790
3499,6,2,8,571.0,1,68.22,TA,TA,TA,TA,RFn,BrkFace,185000
3012,5,3,8,0.0,1,100.0,TA,Gd,TA,TA,Unf,None,153900
3725,7,2,10,202.0,1,75.0,Gd,Ex,Gd,Gd,Fin,BrkFace,222500
2917,7,2,9,0.0,0,72.0,TA,Ex,Gd,Gd,Unf,None,215200
2710,4,2,8,435.0,0,50.0,TA,TA,Fa,TA,Unf,BrkCmn,89471
3428,5,2,7,0.0,1,144.0,TA,Ex,TA,Gd,RFn,None,223500
1940,5,1,6,0.0,0,73.0,TA,TA,TA,TA,Unf,None,129900
3312,7,2,7,0.0,0,59.0,Gd,Ex,Gd,Gd,RFn,None,196000
1912,4,0,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,135000
2638,5,2,6,0.0,0,85.0,TA,Ex,Gd,TA,Unf,None,143000
3308,7,2,8,145.0,1,43.0,Gd,Ex,Gd,Gd,Fin,BrkFace,213490
2060,4,1,6,132.0,0,75.0,TA,Ex,TA,TA,Unf,BrkFace,111000
2780,7,1,7,0.0,2,75.0,TA,TA,TA,TA,Unf,None,219500
3253,6,2,7,0.0,0,34.0,Gd,Ex,Gd,Gd,Fin,None,181000
1309,4,0,5,0.0,0,51.0,TA,TA,Gd,Fa,Unf,None,85500
2188,4,0,10,0.0,0,33.0,TA,Gd,TA,TA,Unf,None,113000
3044,7,2,8,108.0,0,64.0,Gd,Ex,Gd,Gd,RFn,BrkFace,195400
2160,7,0,7,120.0,0,63.0,TA,Ex,Gd,Gd,Unf,BrkFace,141000
4206,8,3,9,254.0,0,93.0,Ex,Ex,Ex,Gd,Fin,BrkFace,318000
2233,5,1,7,0.0,0,51.0,TA,TA,TA,TA,Unf,None,88000
4010,9,3,9,162.0,1,85.0,Ex,Ex,Ex,Ex,Fin,Stone,370878
2242,5,1,6,0.0,1,69.0,TA,TA,Gd,TA,Unf,None,128500
1437,5,1,5,0.0,0,50.0,TA,Gd,TA,TA,Unf,None,89000
2114,5,1,6,0.0,1,50.0,TA,Ex,Fa,Fa,Unf,None,119750
1840,4,1,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,64500
1800,5,0,7,0.0,0,54.0,TA,Gd,TA,TA,Unf,None,94000
2272,5,1,7,0.0,1,80.0,TA,Ex,TA,TA,RFn,None,131400
2463,5,2,10,0.0,1,53.0,TA,Ex,TA,TA,Unf,None,139000
2116,6,2,4,169.0,1,37.0,Gd,Ex,Gd,Gd,RFn,BrkFace,155900
2979,6,2,7,443.0,0,32.0,TA,Ex,Ex,TA,Fin,BrkFace,153500
2160,5,2,6,0.0,0,54.0,TA,Ex,Gd,TA,Unf,None,129500
2072,5,1,6,60.0,0,65.0,TA,TA,TA,TA,RFn,BrkFace,100000
2616,6,2,10,0.0,1,149.0,Gd,Ex,Gd,Gd,Fin,None,174000
4220,8,3,9,100.0,1,93.0,Gd,Ex,Ex,Gd,Fin,Stone,283463
2452,7,2,8,442.0,1,73.0,Gd,Ex,Ex,Gd,Fin,BrkFace,187500
2591,5,2,7,66.0,0,80.0,TA,Gd,TA,TA,Unf,BrkCmn,126500
2625,5,2,7,0.0,0,78.0,TA,Ex,Gd,TA,RFn,None,153500
3469,8,2,7,0.0,1,30.0,Gd,Ex,Gd,Ex,Fin,None,270000
3237,7,2,10,0.0,1,107.0,Gd,Ex,Gd,Gd,RFn,None,190000
2940,5,1,10,288.0,1,69.0,TA,TA,TA,TA,RFn,BrkFace,169500
2820,6,2,7,320.0,0,32.0,TA,Ex,Ex,TA,Fin,BrkFace,162000
2542,6,2,6,0.0,0,62.45,TA,TA,Gd,TA,Unf,None,147000
2226,6,0,11,0.0,1,35.0,TA,Ex,TA,TA,Unf,None,128000
4318,7,2,12,99.0,1,86.0,TA,Ex,Gd,Gd,Unf,BrkFace,262280
4892,10,2,12,0.0,1,75.0,Ex,Gd,TA,Gd,Unf,None,325000
3516,8,3,9,320.0,2,73.0,Gd,Ex,Gd,Gd,Fin,BrkFace,230000
1440,4,0,5,0.0,0,60.0,TA,TA,TA,TA,Unf,None,34900
3237,7,2,8,108.0,0,65.0,TA,Ex,Gd,TA,Unf,BrkFace,179000
2416,5,1,7,0.0,1,65.0,TA,Ex,TA,TA,Unf,None,142000
2709,8,2,7,456.0,0,24.0,Gd,Ex,Gd,Gd,Unf,BrkFace,174000
3596,5,2,9,621.0,0,71.28,TA,Fa,TA,TA,Unf,BrkCmn,190000
3600,5,0,12,0.0,0,80.0,TA,Ex,TA,TA,Unf,None,141000
2746,5,1,7,196.0,1,62.45,TA,TA,TA,TA,RFn,BrkFace,143000
3383,6,2,9,0.0,1,48.0,TA,TA,Gd,TA,Unf,None,181000
2148,5,2,6,0.0,0,110.0,Fa,TA,Gd,TA,Unf,None,110000
2340,5,1,7,0.0,0,68.22,TA,Ex,TA,TA,Unf,None,127000
2564,5,2,7,0.0,0,61.0,TA,TA,Gd,Gd,Unf,None,150500
3056,7,2,8,80.0,0,68.0,Gd,Ex,Gd,Gd,RFn,BrkFace,203000
2614,5,0,12,0.0,0,85.66,TA,Gd,TA,TA,Unf,None,160000
1977,5,1,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,78000
2708,6,2,6,513.0,1,57.27,Gd,Ex,Gd,Gd,Unf,BrkFace,168500
3996,9,3,9,215.0,1,90.0,Gd,Ex,Gd,Gd,Fin,Stone,285000
2384,5,1,7,0.0,1,79.0,TA,TA,TA,TA,Unf,None,105000
2613,6,2,10,0.0,0,105.0,Gd,Gd,Gd,TA,RFn,None,172785
2836,5,2,7,120.0,0,70.0,TA,TA,TA,TA,Unf,BrkFace,132500
2948,5,2,7,166.0,0,71.0,TA,Gd,TA,Gd,Unf,BrkFace,146000
2725,6,2,8,106.0,0,68.22,TA,Gd,Gd,Gd,RFn,BrkFace,173000
3120,5,1,7,0.0,1,68.22,TA,TA,Gd,TA,Unf,None,165000
1280,4,1,5,0.0,0,60.0,TA,Fa,TA,Fa,Unf,None,68500
2400,4,1,5,0.0,0,57.27,TA,TA,TA,TA,Unf,None,110000
2063,5,1,6,0.0,0,37.0,TA,TA,TA,TA,Unf,None,119500
3112,6,2,6,0.0,0,75.0,Gd,Ex,Gd,Gd,Fin,None,208300
2160,5,1,6,0.0,1,70.0,TA,TA,TA,TA,Unf,None,125000
2952,8,2,9,0.0,0,85.0,Gd,Ex,Ex,Gd,RFn,None,179900
2644,6,2,8,0.0,1,122.0,Gd,Ex,Gd,Gd,Fin,None,174000
2400,5,2,6,300.0,0,72.0,TA,Ex,TA,Gd,Unf,BrkFace,147000
4334,8,3,9,250.0,1,87.0,Gd,Ex,Ex,Gd,RFn,Stone,255500
1990,6,1,7,63.0,0,65.0,TA,Ex,TA,TA,RFn,BrkFace,145000
2799,7,2,9,92.0,1,60.0,Gd,Ex,Gd,Gd,Fin,Stone,165400
3351,7,2,9,18.0,1,71.28,Gd,Ex,Gd,Gd,Fin,BrkFace,234000
3224,8,2,8,178.0,1,44.0,Gd,Ex,Gd,Gd,RFn,Stone,202500
2821,4,1,9,0.0,1,71.28,TA,Gd,TA,TA,Unf,None,104900
1632,6,0,6,104.0,0,81.0,TA,TA,Gd,TA,Unf,BrkFace,118500
3432,8,2,8,32.0,1,64.0,Gd,Ex,Gd,Ex,RFn,BrkFace,265900
4115,6,2,9,119.0,2,85.0,TA,TA,Gd,TA,Unf,Stone,210000
2730,7,1,8,0.0,1,65.0,TA,Ex,TA,TA,Unf,None,144000
4581,5,2,14,1.0,1,109.44,TA,Ex,Gd,TA,RFn,None,190000
2895,6,2,9,360.0,1,80.0,Gd,Ex,TA,TA,RFn,BrkFace,187000
3306,7,3,7,0.0,0,74.0,Gd,Ex,Gd,Gd,RFn,None,194000
4357,7,2,11,293.0,2,42.0,Gd,Ex,Gd,Gd,RFn,BrkFace,335000
2915,7,2,7,0.0,1,60.0,TA,Ex,TA,Ex,Unf,None,178000
3102,6,2,9,0.0,1,58.0,TA,Ex,Gd,TA,Fin,None,173000
2617,6,2,8,0.0,1,24.0,TA,TA,TA,TA,Unf,None,147000
2852,6,2,8,101.0,1,84.0,TA,Ex,TA,TA,RFn,BrkFace,160000
3086,7,1,10,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,184000
6364,10,3,13,1378.0,1,118.0,Gd,Ex,Ex,Gd,Fin,BrkFace,625000
1512,5,0,6,0.0,1,55.0,TA,Ex,TA,TA,Unf,None,87000
4788,8,3,10,528.0,1,52.0,Gd,Ex,Gd,Gd,RFn,BrkFace,402000
2216,4,1,7,0.0,0,50.0,TA,TA,TA,TA,Unf,None,40000
2950,5,2,7,203.0,0,85.0,TA,TA,TA,TA,Unf,BrkCmn,98600
2093,5,1,7,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,119900
2659,5,1,7,70.0,2,75.0,Gd,Ex,TA,TA,Unf,BrkCmn,164900
2158,5,1,6,114.0,0,62.45,TA,TA,TA,TA,Unf,BrkFace,137000
3131,7,2,10,0.0,0,57.0,TA,Ex,Gd,Gd,Fin,None,188000
2080,5,0,7,136.0,0,60.0,TA,TA,Gd,TA,Unf,BrkFace,124000
2456,7,2,8,0.0,0,50.0,TA,Ex,TA,TA,Unf,None,143000
2900,7,1,8,0.0,1,50.0,Gd,Ex,TA,Ex,Unf,None,155000
2500,7,2,7,0.0,0,35.0,Gd,Ex,Gd,Gd,Fin,None,171900
